word,class,level,definition,synonyms
back,noun,a1,"the part of the human body that is on the opposite side to the chest, between the neck and the tops of the legs; the part of an animal’s body that corresponds to this",[]
back,verb,b2,to encourage somebody or give them help; to give financial support to somebody/something,[]
backdrop,noun,c1,everything that can be seen around an event or scene,[]
background,noun,a2,"the details of a person’s family, education, experience, etc.","[""setting"",""surroundings""]"
backing,noun,c1,help and support from somebody to do something; financial support for something,[]
backup,noun,c1,extra help or support that you can get if necessary,[]
backwards,adverb,b1,towards a place or position that is behind,[]
bacteria,noun,b2,"the simplest and smallest forms of life. Bacteria exist in large numbers in air, water and soil, and also in living and dead creatures and plants, and are often a cause of disease.",[]
bad,adjective,a1,unpleasant; full of problems,[]
badge,noun,b2,"a small piece of metal or plastic, with a design or words on it, that a person wears or carries to show that they belong to an organization, support something, have achieved something, have a particular rank, etc.",[]
badly,adverb,a2,without skill or care,[]
bag,noun,a1,"a container made of cloth, leather, plastic or paper, used to carry things in, especially when shopping or travelling",[]
bail,noun,c1,"money that somebody agrees to pay if a person accused of a crime does not appear at their trial. When bail has been arranged, the accused person is allowed to go free until the trial.",[]
bake,verb,b1,to cook food in an oven without extra fat or liquid; to be cooked in this way,[]
balance,noun,b1,"a situation in which different things exist in equal, correct or good amounts",[]
balance,verb,b1,to put your body or something else into a position where it is steady and does not fall,[]
balanced,adjective,b2,keeping or showing a balance so that different things or different parts of something exist in equal or correct amounts,[]
ball,noun,a1,"a round object used for throwing, hitting or kicking in games and sports",[]
ballet,noun,b2,a style of dancing that tells a dramatic story with music but no talking or singing,[]
balloon,noun,b2,a small bag made of very thin rubber that becomes larger and rounder when you fill it with air or gas. Balloons are brightly coloured and used as decorations or toys.,[]
ballot,noun,c1,the system of voting in writing and usually in secret; an occasion on which a vote is held,"[""vote"",""poll"",""referendum""]"
ban,noun,b1,an official rule that says that something is not allowed,[]
ban,verb,b1,to decide or say officially that something is not allowed,[]
banana,noun,a1,"a long curved fruit with a thick yellow skin and that is soft inside, which grows on trees in hot countries",[]
band,noun,a1,"a small group of musicians who play popular music together, often with a singer or singers",[]
bank,noun,a1,"an organization that provides various financial services, for example keeping or lending money",[]
banner,noun,c1,a long piece of cloth with a message on it that is carried between two poles or hung in a public place to show support for something,[]
bar,noun,a2,a place where you can buy and drink alcoholic and other drinks,[]
bar,verb,b2,to ban or prevent somebody from doing something,[]
bare,adjective,c1,not covered by any clothes,"[""simple"",""stark"",""unequivocal""]"
barely,adverb,b2,in a way that is just possible but only with difficulty,[]
bargain,noun,b2,a thing bought for less than the usual price,[]
barrel,noun,c1,"a large round container, usually made of wood or metal, with flat ends and, usually, curved sides",[]
barrier,noun,b2,an object like a fence that prevents people from moving forward from one place to another,[]
base,noun,b1,"the lowest part of something, especially the part or surface on which it rests or stands","[""foundation"",""foot""]"
base,verb,b1,"to use a particular city, town, etc. as the main place for a business, holiday, etc.",[]
baseball,noun,a2,"a game played especially in the US by two teams of nine players, using a bat and ball. Each player tries to hit the ball and then run around four bases before the other team can return the ball.",[]
based,adjective,a2,"if one thing is based on another, it uses it or is developed from it",[]
basement,noun,b2,"a room or rooms in a building, partly or completely below the level of the ground",[]
basic,adjective,b1,forming the part of something that is most necessary and from which other things develop,[]
basically,adverb,b2,"in the most important ways, without considering things that are less important",[]
basis,noun,b1,the way things are organized or arranged; how often something happens,"[""explanation"",""grounds"",""excuse"",""motive"",""justification"",""pretext""]"
basket,noun,b2,"a container for holding or carrying things. Baskets are made of long thin pieces of material that bends and twists easily, for example plastic, wire or wicker.",[]
basketball,noun,a2,"a game played by two teams of five players, using a large ball which players try to throw into a high net hanging from a ring",[]
bass,noun,c1,"the lowest tone or part in music, for instruments or voices",[]
bat,noun,b2,"a piece of wood with a handle, made in various shapes and sizes, and used for hitting the ball in games such as baseball, cricket and table tennis",[]
bat,verb,c1,"to hit a ball with a bat, especially in a game of baseball or cricket",[]
bath,noun,a1,"a large, long container that you put water in and then get into to wash your whole body",[]
bathroom,noun,a1,"a room in which there is a bath, a washbasin and often a toilet",[]
battery,noun,b1,"a device that is placed inside a car engine, clock, radio, etc. and that produces the electricity that makes it work",[]
battle,noun,b1,"a fight between armies, ships or planes, especially during a war; a violent fight between groups of people","[""struggle"",""drive"",""war"",""fight""]"
battle,verb,b2,to try very hard to achieve something difficult or to deal with something unpleasant or dangerous,[]
battlefield,noun,c1,a place where a battle is being fought or has been fought,[]
bay,noun,c1,"a part of the sea, or of a large lake, partly surrounded by a wide curve of the land",[]
be,verb,a1,"used when you are naming people or things, describing them or giving more information about them",[]
be,auxiliary verb,a1,"used when you are naming people or things, describing them or giving more information about them",[]
beach,noun,a1,"an area of sand or small stones (called shingle), next to the sea or a lake","[""seaside"",""shore"",""coastline"",""sand"",""seashore""]"
